State,Date,Total,Category
Georgia,04/11/20,265339452,Beverages
Georgia,04/18/20,232568795,Beverages
Georgia,04/25/20,232159167,Beverages
Georgia,05/02/20,226785805,Beverages
Georgia,05/09/20,226341086,Beverages
Georgia,05/16/20,223834757,Beverages
Georgia,05/23/20,224574471,Beverages
Georgia,05/30/20,226722047,Beverages
Georgia,06/06/20,245077889,Beverages
Georgia,06/13/20,243996587,Beverages
Georgia,06/20/20,233723238,Beverages
Georgia,06/27/20,227496647,Beverages
Georgia,07/04/20,236453721,Beverages
Georgia,07/11/20,224320058,Beverages
Georgia,07/18/20,237196669,Beverages
Georgia,07/25/20,202354047,Beverages
Georgia,08/01/20,221011040,Beverages
Georgia,08/08/20,220742670,Beverages
Georgia,08/15/20,224596961,Beverages
Georgia,08/22/20,227112223,Beverages
Georgia,08/29/20,214660718,Beverages
Georgia,09/05/20,200950497,Beverages
Georgia,09/12/20,200327339,Beverages
Georgia,09/19/20,194750144,Beverages
Georgia,09/26/20,196136353,Beverages
Georgia,10/03/20,198616812,Beverages
Georgia,10/10/20,185894067,Beverages
Georgia,10/17/20,202891762,Beverages
Georgia,10/24/20,196008913,Beverages
Georgia,10/31/20,193375854,Beverages
Georgia,11/07/20,200045360,Beverages
Georgia,11/14/20,196795532,Beverages
Georgia,11/21/20,193725475,Beverages
Georgia,11/28/20,198391846,Beverages
Georgia,12/05/20,183620877,Beverages
Georgia,12/12/20,174095627,Beverages
Georgia,12/19/20,179374550,Beverages
Georgia,12/26/20,175526910,Beverages
Georgia,01/02/21,185551721,Beverages
Georgia,01/09/21,185389654,Beverages
Georgia,01/16/21,179335140,Beverages
Georgia,01/23/21,186122088,Beverages
Georgia,01/30/21,184358754,Beverages
Georgia,02/06/21,183446913,Beverages
Georgia,02/13/21,184826869,Beverages
Georgia,02/20/21,198983462,Beverages
Georgia,02/27/21,195971583,Beverages
Georgia,03/06/21,220466267,Beverages
Georgia,03/13/21,220165305,Beverages
Georgia,03/20/21,227066709,Beverages
Georgia,03/27/21,223247810,Beverages
Georgia,04/03/21,233260670,Beverages
Georgia,04/10/21,236066920,Beverages
Georgia,04/17/21,222590479,Beverages
Georgia,04/24/21,226317495,Beverages
Georgia,05/01/21,234211710,Beverages
Georgia,05/08/21,222690418,Beverages
Georgia,05/15/21,224432819,Beverages
Georgia,05/22/21,231521070,Beverages
Georgia,05/29/21,230054902,Beverages
Georgia,06/05/21,248596454,Beverages
Georgia,06/12/21,244001826,Beverages
Georgia,06/19/21,244201905,Beverages
Georgia,06/26/21,243320949,Beverages
Georgia,07/03/21,228251040,Beverages
Georgia,07/10/21,224211739,Beverages
Georgia,07/17/21,240070773,Beverages
Georgia,07/24/21,225413340,Beverages
Georgia,07/31/21,220911285,Beverages
Georgia,08/07/21,239932519,Beverages
Georgia,08/14/21,226492179,Beverages
Georgia,08/21/21,222535347,Beverages
Georgia,08/28/21,230525561,Beverages
Georgia,09/04/21,188983941,Beverages
Georgia,09/11/21,192027498,Beverages
Georgia,09/18/21,206010939,Beverages
Georgia,09/25/21,197902292,Beverages
Georgia,10/02/21,195363955,Beverages
Georgia,10/09/21,200759661,Beverages
Georgia,10/16/21,190698918,Beverages
Georgia,10/23/21,195859459,Beverages
Georgia,10/30/21,200771979,Beverages
Georgia,11/06/21,191221725,Beverages
Georgia,11/13/21,192053578,Beverages
Georgia,11/20/21,193473180,Beverages
Georgia,11/27/21,195756909,Beverages
Georgia,12/04/21,189751102,Beverages
Georgia,12/11/21,183751837,Beverages
Georgia,12/18/21,175835039,Beverages
Georgia,12/25/21,177887463,Beverages
Georgia,01/01/22,188212835,Beverages
Georgia,01/08/22,191808257,Beverages
Georgia,01/15/22,180138738,Beverages
Georgia,01/22/22,191231770,Beverages
Georgia,01/29/22,197795028,Beverages
Georgia,02/05/22,192369741,Beverages
Georgia,02/12/22,199245245,Beverages
Georgia,02/19/22,188298679,Beverages
Georgia,02/26/22,202673820,Beverages
Georgia,03/05/22,218791856,Beverages
Georgia,03/12/22,236045615,Beverages
Georgia,03/19/22,222741411,Beverages
Georgia,03/26/22,238523045,Beverages
Georgia,04/02/22,230953238,Beverages
Georgia,04/09/22,220008190,Beverages
Georgia,04/16/22,220013804,Beverages
Georgia,04/23/22,236441948,Beverages
Georgia,04/30/22,240374985,Beverages
Georgia,05/07/22,224283719,Beverages
Georgia,05/14/22,224211209,Beverages
Georgia,05/21/22,216960162,Beverages
Georgia,05/28/22,224950659,Beverages
Georgia,06/04/22,249940845,Beverages
Georgia,06/11/22,232790423,Beverages
Georgia,06/18/22,247444220,Beverages
Georgia,06/25/22,230165860,Beverages
Georgia,07/02/22,247327958,Beverages
Georgia,07/09/22,228996629,Beverages
Georgia,07/16/22,240001810,Beverages
Georgia,07/23/22,242644059,Beverages
Georgia,07/30/22,235847300,Beverages
Georgia,08/06/22,238251316,Beverages
Georgia,08/13/22,238808405,Beverages
Georgia,08/20/22,225111478,Beverages
Georgia,08/27/22,237142493,Beverages
Georgia,09/03/22,205770582,Beverages
Georgia,09/10/22,203200323,Beverages
Georgia,09/17/22,201367904,Beverages
Georgia,09/24/22,192762011,Beverages
Georgia,10/01/22,203916583,Beverages
Georgia,10/08/22,193781661,Beverages
Georgia,10/15/22,194841537,Beverages
Georgia,10/22/22,198937829,Beverages
Georgia,10/29/22,201161980,Beverages
Georgia,11/05/22,193198255,Beverages
Georgia,11/12/22,200196605,Beverages
Georgia,11/19/22,206771172,Beverages
Georgia,11/26/22,199915452,Beverages
Georgia,12/03/22,180784094,Beverages
Georgia,12/10/22,188786901,Beverages
Georgia,12/17/22,183071860,Beverages
Georgia,12/24/22,192239048,Beverages
Georgia,12/31/22,191572257,Beverages
Illinois,01/12/19,155407625,Beverages
Illinois,01/19/19,158123439,Beverages
Illinois,01/26/19,149891387,Beverages
Illinois,02/02/19,158643816,Beverages
Illinois,02/09/19,131967256,Beverages
Illinois,02/16/19,153299051,Beverages
Illinois,02/23/19,163735917,Beverages
Illinois,03/02/19,186885927,Beverages
Illinois,03/09/19,190227039,Beverages
Illinois,03/16/19,179807920,Beverages
Illinois,03/23/19,189978680,Beverages
Illinois,03/30/19,188809425,Beverages
Illinois,04/06/19,190306647,Beverages
Illinois,04/13/19,189400070,Beverages
Illinois,04/20/19,191350069,Beverages
Illinois,04/27/19,192928982,Beverages
Illinois,05/04/19,159481357,Beverages
Illinois,05/11/19,152195380,Beverages
Illinois,05/18/19,179770400,Beverages
Illinois,05/25/19,189452212,Beverages
Illinois,06/01/19,236231754,Beverages
Illinois,06/08/19,200766532,Beverages
Illinois,06/15/19,187101703,Beverages
Illinois,06/22/19,197973246,Beverages
Illinois,06/29/19,185472824,Beverages
Illinois,07/06/19,195631820,Beverages
Illinois,07/13/19,194616420,Beverages
Illinois,07/20/19,192816149,Beverages
Illinois,07/27/19,199466889,Beverages
Illinois,08/03/19,188093827,Beverages
Illinois,08/10/19,186227990,Beverages
Illinois,08/17/19,189352314,Beverages
Illinois,08/24/19,194883002,Beverages
Illinois,08/31/19,186824084,Beverages
Illinois,09/07/19,169644506,Beverages
Illinois,09/14/19,163787656,Beverages
Illinois,09/21/19,164704592,Beverages
Illinois,09/28/19,154019611,Beverages
Illinois,10/05/19,164148260,Beverages
Illinois,10/12/19,159509475,Beverages
Illinois,10/19/19,156524644,Beverages
Illinois,10/26/19,165477197,Beverages
Illinois,11/02/19,165376954,Beverages
Illinois,11/09/19,158008624,Beverages
Illinois,11/16/19,166039472,Beverages
Illinois,11/23/19,168652317,Beverages
Illinois,11/30/19,168976326,Beverages
Illinois,12/07/19,174583583,Beverages
Illinois,12/14/19,144190324,Beverages
Illinois,12/21/19,151627567,Beverages
Illinois,12/28/19,156148802,Beverages
Illinois,01/04/20,156414603,Beverages
Illinois,01/11/20,161148196,Beverages
Illinois,01/18/20,161365422,Beverages
Illinois,01/25/20,150424113,Beverages
Illinois,02/01/20,151484802,Beverages
Illinois,02/08/20,161870097,Beverages
Illinois,02/15/20,155066008,Beverages
Illinois,02/22/20,161834044,Beverages
Illinois,02/29/20,163559178,Beverages
Illinois,03/07/20,187775740,Beverages
Illinois,03/14/20,191572830,Beverages
Illinois,03/21/20,194022806,Beverages
Illinois,03/28/20,181424953,Beverages
Illinois,04/04/20,183128608,Beverages
Illinois,04/11/20,190275572,Beverages
Illinois,04/18/20,196355002,Beverages
Illinois,04/25/20,180690833,Beverages
Illinois,05/02/20,185955851,Beverages
Illinois,05/09/20,189706850,Beverages
Illinois,05/16/20,182229042,Beverages
Illinois,05/23/20,190385614,Beverages
Illinois,05/30/20,178041325,Beverages
Illinois,06/06/20,191737796,Beverages
Illinois,06/13/20,191096803,Beverages
Illinois,06/20/20,199060421,Beverages
Illinois,06/27/20,190743585,Beverages
Illinois,07/04/20,186560986,Beverages
Illinois,07/11/20,189372323,Beverages
Illinois,07/18/20,226274162,Beverages
Illinois,07/25/20,188267012,Beverages
Illinois,08/01/20,195340471,Beverages
Illinois,08/08/20,185581780,Beverages
Illinois,08/15/20,183604174,Beverages
Illinois,08/22/20,196556692,Beverages
Illinois,08/29/20,181187230,Beverages
Illinois,09/05/20,160793403,Beverages
Illinois,09/12/20,168746841,Beverages
Illinois,09/19/20,164950563,Beverages
Illinois,09/26/20,157789984,Beverages
Illinois,10/03/20,160016140,Beverages
Illinois,10/10/20,157106842,Beverages
Illinois,10/17/20,161131410,Beverages
Illinois,10/24/20,157484543,Beverages
Illinois,10/31/20,164682455,Beverages
Illinois,11/07/20,167292314,Beverages
Illinois,11/14/20,171464420,Beverages
Illinois,11/21/20,164587829,Beverages
Illinois,11/28/20,174384394,Beverages
Illinois,12/05/20,158629339,Beverages
Illinois,12/12/20,148938278,Beverages
Illinois,12/19/20,158323377,Beverages
Illinois,12/26/20,155307157,Beverages
Illinois,01/02/21,154380526,Beverages
Illinois,01/09/21,155134728,Beverages
Illinois,01/16/21,156837710,Beverages
Illinois,01/23/21,152576509,Beverages
Illinois,01/30/21,166602993,Beverages
Illinois,02/06/21,161341829,Beverages
Illinois,02/13/21,160875049,Beverages
Illinois,02/20/21,157382723,Beverages
Illinois,02/27/21,160303187,Beverages
Illinois,03/06/21,183244397,Beverages
Illinois,03/13/21,184569944,Beverages
Illinois,03/20/21,185576844,Beverages
Illinois,03/27/21,197427185,Beverages
Illinois,04/03/21,199491120,Beverages
Illinois,04/10/21,192669628,Beverages
Illinois,04/17/21,188763182,Beverages
Illinois,04/24/21,188355750,Beverages
Illinois,05/01/21,191569992,Beverages
Illinois,05/08/21,195593230,Beverages
Illinois,05/15/21,192616012,Beverages
Illinois,05/22/21,183303006,Beverages
Illinois,05/29/21,183101428,Beverages
Illinois,06/05/21,194489991,Beverages
Illinois,06/12/21,209626585,Beverages
Illinois,06/19/21,207639810,Beverages
Illinois,06/26/21,200597863,Beverages
Illinois,07/03/21,192150226,Beverages
Illinois,07/10/21,249015580,Beverages
Illinois,07/17/21,200176656,Beverages
Illinois,07/24/21,202526977,Beverages
Illinois,07/31/21,186183604,Beverages
Illinois,08/07/21,198814000,Beverages
Illinois,08/14/21,199020156,Beverages
Illinois,08/21/21,197108017,Beverages
Illinois,08/28/21,190081581,Beverages
Illinois,09/04/21,166462320,Beverages
Illinois,09/11/21,145229485,Beverages
Illinois,09/18/21,166389768,Beverages
Illinois,09/25/21,172888725,Beverages
Illinois,10/02/21,166073297,Beverages
Illinois,10/09/21,158433872,Beverages
Illinois,10/16/21,165369545,Beverages
Illinois,10/23/21,193320125,Beverages
Illinois,10/30/21,162480432,Beverages
Illinois,11/06/21,167255425,Beverages
Illinois,11/13/21,175523180,Beverages
Illinois,11/20/21,176475797,Beverages
Illinois,11/27/21,172088894,Beverages
Illinois,12/04/21,147193701,Beverages
Illinois,12/11/21,157299300,Beverages
Illinois,12/18/21,156784122,Beverages
Illinois,12/25/21,162141058,Beverages
Illinois,01/01/22,155761854,Beverages
Illinois,01/08/22,162837352,Beverages
Illinois,01/15/22,153263309,Beverages
Illinois,01/22/22,159502283,Beverages
Illinois,01/29/22,159012494,Beverages
Illinois,02/05/22,155133017,Beverages
Illinois,02/12/22,164973737,Beverages
Illinois,02/19/22,159055191,Beverages
Illinois,02/26/22,166709476,Beverages
Illinois,03/05/22,192947216,Beverages
Illinois,03/12/22,201319394,Beverages
Illinois,03/19/22,192861305,Beverages
Illinois,03/26/22,194810024,Beverages
Illinois,04/02/22,192847175,Beverages
Illinois,04/09/22,189776159,Beverages
Illinois,04/16/22,190310957,Beverages
Illinois,04/23/22,185695935,Beverages
Illinois,04/30/22,194042414,Beverages
Illinois,05/07/22,201185494,Beverages
Illinois,05/14/22,186296785,Beverages
Illinois,05/21/22,186375134,Beverages
Illinois,05/28/22,186196657,Beverages
Illinois,06/04/22,206612300,Beverages
Illinois,06/11/22,240237174,Beverages
Illinois,06/18/22,208828690,Beverages
Illinois,06/25/22,209539178,Beverages
Illinois,07/02/22,211398735,Beverages
Illinois,07/09/22,207206378,Beverages
Illinois,07/16/22,190956736,Beverages
Illinois,07/23/22,203010794,Beverages
Illinois,07/30/22,196740296,Beverages
Illinois,08/06/22,205501969,Beverages
Illinois,08/13/22,193106906,Beverages
Illinois,08/20/22,191478996,Beverages
Illinois,08/27/22,189091779,Beverages
Illinois,09/03/22,168089564,Beverages
Illinois,09/10/22,162463110,Beverages
Illinois,09/17/22,169140693,Beverages
Illinois,09/24/22,168342528,Beverages
Illinois,10/01/22,170063336,Beverages
Illinois,10/08/22,162898926,Beverages
Illinois,10/15/22,169582870,Beverages
Illinois,10/22/22,166519912,Beverages
Illinois,10/29/22,172337165,Beverages
Illinois,11/05/22,175711030,Beverages
Illinois,11/12/22,173638714,Beverages
Illinois,11/19/22,170033434,Beverages
Illinois,11/26/22,164204822,Beverages
Illinois,12/03/22,160957535,Beverages
Illinois,12/10/22,158386215,Beverages
Illinois,12/17/22,152113784,Beverages
Illinois,12/24/22,154597309,Beverages
Illinois,12/31/22,161665017,Beverages
Indiana,01/12/19,102002447,Beverages
Indiana,01/19/19,107993750,Beverages
Indiana,01/26/19,104714469,Beverages
Indiana,02/02/19,106621370,Beverages
Indiana,02/09/19,112858424,Beverages
Indiana,02/16/19,107215744,Beverages
Indiana,02/23/19,109523601,Beverages
Indiana,03/02/19,123281129,Beverages
Indiana,03/09/19,131914209,Beverages
Indiana,03/16/19,126141748,Beverages
Indiana,03/23/19,126651016,Beverages
Indiana,03/30/19,128113396,Beverages
Indiana,04/06/19,134102084,Beverages
Indiana,04/13/19,127900769,Beverages
Indiana,04/20/19,133616188,Beverages
Indiana,04/27/19,125618483,Beverages
Indiana,05/04/19,128603027,Beverages
Indiana,05/11/19,132992595,Beverages
Indiana,05/18/19,126591033,Beverages
Indiana,05/25/19,131691177,Beverages
Indiana,06/01/19,138481328,Beverages
Indiana,06/08/19,144325178,Beverages
Indiana,06/15/19,143565298,Beverages
Indiana,06/22/19,116671615,Beverages
Indiana,06/29/19,133487602,Beverages
Indiana,07/06/19,137352073,Beverages
Indiana,07/13/19,132239018,Beverages
Indiana,07/20/19,138363241,Beverages
Indiana,07/27/19,129568618,Beverages
Indiana,08/03/19,115595317,Beverages
Indiana,08/10/19,126187085,Beverages
Indiana,08/17/19,131883739,Beverages
Indiana,08/24/19,135111051,Beverages
Indiana,08/31/19,131817843,Beverages
Indiana,09/07/19,110327908,Beverages
Indiana,09/14/19,111275653,Beverages
Indiana,09/21/19,114800694,Beverages
Indiana,09/28/19,107956591,Beverages
Indiana,10/05/19,109289399,Beverages
Indiana,10/12/19,99231523,Beverages
Indiana,10/19/19,110117688,Beverages
Indiana,10/26/19,116002892,Beverages
Indiana,11/02/19,111940850,Beverages
Indiana,11/09/19,111773847,Beverages
Indiana,11/16/19,118906424,Beverages
Indiana,11/23/19,115224735,Beverages
Indiana,11/30/19,114149221,Beverages
Indiana,12/07/19,100971917,Beverages
Indiana,12/14/19,101081546,Beverages
Indiana,12/21/19,105503832,Beverages
Indiana,12/28/19,111487305,Beverages
Indiana,01/04/20,102632418,Beverages
Indiana,01/11/20,105755755,Beverages
Indiana,01/18/20,112189946,Beverages
Indiana,01/25/20,109154929,Beverages
Indiana,02/01/20,110993336,Beverages
Indiana,02/08/20,115468995,Beverages
Indiana,02/15/20,115786980,Beverages
Indiana,02/22/20,115610216,Beverages
Indiana,02/29/20,114509914,Beverages
Indiana,03/07/20,127870302,Beverages
Indiana,03/14/20,136330405,Beverages
Indiana,03/21/20,131019457,Beverages
Indiana,03/28/20,130332930,Beverages
Indiana,04/04/20,131276098,Beverages
Indiana,04/11/20,138335563,Beverages
Indiana,04/18/20,131058535,Beverages
Indiana,04/25/20,128747824,Beverages
Indiana,05/02/20,125271725,Beverages
Indiana,05/09/20,129481740,Beverages
Indiana,05/16/20,135448926,Beverages
Indiana,05/23/20,124682203,Beverages
Indiana,05/30/20,128107791,Beverages
Indiana,06/06/20,143552096,Beverages
Indiana,06/13/20,137421216,Beverages
Indiana,06/20/20,132651793,Beverages
Indiana,06/27/20,135805059,Beverages
Indiana,07/04/20,133643240,Beverages
Indiana,07/11/20,142618143,Beverages
Indiana,07/18/20,132544942,Beverages
Indiana,07/25/20,158420916,Beverages
Indiana,08/01/20,109059434,Beverages
Indiana,08/08/20,127166156,Beverages
Indiana,08/15/20,136248096,Beverages
Indiana,08/22/20,136428803,Beverages
Indiana,08/29/20,128961416,Beverages
Indiana,09/05/20,113215233,Beverages
Indiana,09/12/20,108933006,Beverages
Indiana,09/19/20,114896908,Beverages
Indiana,09/26/20,117358891,Beverages
Indiana,10/03/20,114707412,Beverages
Indiana,10/10/20,110052980,Beverages
Indiana,10/17/20,111098142,Beverages
Indiana,10/24/20,113196378,Beverages
Indiana,10/31/20,110937353,Beverages
Indiana,11/07/20,112627106,Beverages
Indiana,11/14/20,118215655,Beverages
Indiana,11/21/20,114761612,Beverages
Indiana,11/28/20,119924426,Beverages
Indiana,12/05/20,109599523,Beverages
Indiana,12/12/20,107320957,Beverages
Indiana,12/19/20,108735858,Beverages
Indiana,12/26/20,105679442,Beverages
Indiana,01/02/21,114038077,Beverages
Indiana,01/09/21,112131779,Beverages
Indiana,01/16/21,109229194,Beverages
Indiana,01/23/21,107260112,Beverages
Indiana,01/30/21,112483109,Beverages
Indiana,02/06/21,115527361,Beverages
Indiana,02/13/21,118045183,Beverages
Indiana,02/20/21,111337186,Beverages
Indiana,02/27/21,109323032,Beverages
Indiana,03/06/21,134956995,Beverages
Indiana,03/13/21,137214013,Beverages
Indiana,03/20/21,134215345,Beverages
Indiana,03/27/21,127699213,Beverages
Indiana,04/03/21,134336770,Beverages
Indiana,04/10/21,127631906,Beverages
Indiana,04/17/21,127469364,Beverages
Indiana,04/24/21,133625396,Beverages
Indiana,05/01/21,128873774,Beverages
Indiana,05/08/21,136401321,Beverages
Indiana,05/15/21,134311552,Beverages
Indiana,05/22/21,135513137,Beverages
Indiana,05/29/21,130701781,Beverages
Indiana,06/05/21,145605795,Beverages
Indiana,06/12/21,122884869,Beverages
Indiana,06/19/21,144418453,Beverages
Indiana,06/26/21,141737726,Beverages
Indiana,07/03/21,133360365,Beverages
Indiana,07/10/21,132927035,Beverages
Indiana,07/17/21,145356152,Beverages
Indiana,07/24/21,133779523,Beverages
Indiana,07/31/21,133651867,Beverages
Indiana,08/07/21,130934037,Beverages
Indiana,08/14/21,142222974,Beverages
Indiana,08/21/21,139846597,Beverages
Indiana,08/28/21,137049408,Beverages
Indiana,09/04/21,117961909,Beverages
Indiana,09/11/21,117364968,Beverages
Indiana,09/18/21,113693855,Beverages
Indiana,09/25/21,113018358,Beverages
Indiana,10/02/21,113088353,Beverages
Indiana,10/09/21,119136082,Beverages
Indiana,10/16/21,111305325,Beverages
Indiana,10/23/21,117917754,Beverages
Indiana,10/30/21,111692383,Beverages
Indiana,11/06/21,115568201,Beverages
Indiana,11/13/21,122977409,Beverages
Indiana,11/20/21,141678482,Beverages
Indiana,11/27/21,122744639,Beverages
Indiana,12/04/21,107595763,Beverages
Indiana,12/11/21,110293599,Beverages
Indiana,12/18/21,109005262,Beverages
Indiana,12/25/21,113125836,Beverages
Indiana,01/01/22,113848199,Beverages
Indiana,01/08/22,91332984,Beverages
Indiana,01/15/22,107035280,Beverages
Indiana,01/22/22,113655323,Beverages
Indiana,01/29/22,117881603,Beverages
Indiana,02/05/22,109704479,Beverages
Indiana,02/12/22,111957502,Beverages
Indiana,02/19/22,117095535,Beverages
Indiana,02/26/22,118635863,Beverages
Indiana,03/05/22,137343371,Beverages
Indiana,03/12/22,112637867,Beverages
Indiana,03/19/22,129876269,Beverages
Indiana,03/26/22,133360667,Beverages
Indiana,04/02/22,162031754,Beverages
Indiana,04/09/22,133402930,Beverages
Indiana,04/16/22,136463627,Beverages
Indiana,04/23/22,130549152,Beverages
Indiana,04/30/22,139699747,Beverages
Indiana,05/07/22,136869532,Beverages
Indiana,05/14/22,133087479,Beverages
Indiana,05/21/22,137634379,Beverages
Indiana,05/28/22,126643559,Beverages
Indiana,06/04/22,143227118,Beverages
Indiana,06/11/22,137526719,Beverages
Indiana,06/18/22,148838468,Beverages
Indiana,06/25/22,143924697,Beverages
Indiana,07/02/22,136267908,Beverages
Indiana,07/09/22,139652478,Beverages
Indiana,07/16/22,138979043,Beverages
Indiana,07/23/22,134100418,Beverages
Indiana,07/30/22,133408621,Beverages
Indiana,08/06/22,145059127,Beverages
Indiana,08/13/22,138118233,Beverages
Indiana,08/20/22,143903668,Beverages
Indiana,08/27/22,140884838,Beverages
Indiana,09/03/22,116141063,Beverages
Indiana,09/10/22,120205547,Beverages
Indiana,09/17/22,115796910,Beverages
Indiana,09/24/22,119434517,Beverages
Indiana,10/01/22,118786011,Beverages
Indiana,10/08/22,120304307,Beverages
Indiana,10/15/22,122509317,Beverages
Indiana,10/22/22,121086169,Beverages
Indiana,10/29/22,137977654,Beverages
Indiana,11/05/22,116828708,Beverages
Indiana,11/12/22,123163403,Beverages
Indiana,11/19/22,116887450,Beverages
Indiana,11/26/22,121088359,Beverages
Indiana,12/03/22,107123664,Beverages
Indiana,12/10/22,112963604,Beverages
Indiana,12/17/22,114331422,Beverages
Indiana,12/24/22,111060885,Beverages
Indiana,12/31/22,106990396,Beverages
Iowa,01/12/19,57677577,Beverages
Iowa,01/19/19,54347909,Beverages
Iowa,01/26/19,56485666,Beverages
Iowa,02/02/19,54286733,Beverages
Iowa,02/09/19,56762015,Beverages
Iowa,02/16/19,58993107,Beverages
Iowa,02/23/19,59302248,Beverages
Iowa,03/02/19,68030913,Beverages
Iowa,03/09/19,65783675,Beverages
Iowa,03/16/19,67204792,Beverages
Iowa,03/23/19,69940071,Beverages
Iowa,03/30/19,69374187,Beverages
Iowa,04/06/19,70265216,Beverages
Iowa,04/13/19,69971676,Beverages
Iowa,04/20/19,65695880,Beverages
Iowa,04/27/19,67185142,Beverages
Iowa,05/04/19,65453484,Beverages
Iowa,05/11/19,65421794,Beverages
Iowa,05/18/19,65972880,Beverages
Iowa,05/25/19,63706548,Beverages
Iowa,06/01/19,71837335,Beverages
Iowa,06/08/19,68718278,Beverages
Iowa,06/15/19,73741067,Beverages
Iowa,06/22/19,63009844,Beverages
Iowa,06/29/19,71413945,Beverages
Iowa,07/06/19,70923811,Beverages
Iowa,07/13/19,71670227,Beverages
Iowa,07/20/19,70132550,Beverages
Iowa,07/27/19,66340887,Beverages
Iowa,08/03/19,69089063,Beverages
Iowa,08/10/19,67406856,Beverages
Iowa,08/17/19,65266446,Beverages
Iowa,08/24/19,65274645,Beverages
Iowa,08/31/19,65391566,Beverages
Iowa,09/07/19,58738363,Beverages
Iowa,09/14/19,60508628,Beverages
Iowa,09/21/19,57388161,Beverages
Iowa,09/28/19,58517868,Beverages
Iowa,10/05/19,58706172,Beverages
Iowa,10/12/19,57799976,Beverages
Iowa,10/19/19,56445662,Beverages
Iowa,10/26/19,58306778,Beverages
Iowa,11/02/19,56439465,Beverages
Iowa,11/09/19,60664953,Beverages
Iowa,11/16/19,61387077,Beverages
Iowa,11/23/19,59605816,Beverages
Iowa,11/30/19,62053536,Beverages
Iowa,12/07/19,53178841,Beverages
Iowa,12/14/19,52670349,Beverages
Iowa,12/21/19,57664280,Beverages
Iowa,12/28/19,67981380,Beverages
Iowa,01/04/20,55600319,Beverages
Iowa,01/11/20,70676150,Beverages
Iowa,01/18/20,56345497,Beverages
Iowa,01/25/20,50430932,Beverages
Iowa,02/01/20,50328091,Beverages
Iowa,02/08/20,56095765,Beverages
Iowa,02/15/20,57262549,Beverages
Iowa,02/22/20,57143738,Beverages
Iowa,02/29/20,58599278,Beverages
Iowa,03/07/20,67079778,Beverages
Iowa,03/14/20,81141184,Beverages
Iowa,03/21/20,67697309,Beverages
Iowa,03/28/20,66536106,Beverages
Iowa,04/04/20,65193899,Beverages
Iowa,04/11/20,71049573,Beverages
Iowa,04/18/20,57474102,Beverages
Iowa,04/25/20,70953132,Beverages
Iowa,05/02/20,68373409,Beverages
Iowa,05/09/20,68286811,Beverages
Iowa,05/16/20,65063602,Beverages
Iowa,05/23/20,67588804,Beverages
Iowa,05/30/20,66729257,Beverages
Iowa,06/06/20,73749932,Beverages
Iowa,06/13/20,71731769,Beverages
Iowa,06/20/20,69484317,Beverages
Iowa,06/27/20,70530365,Beverages
Iowa,07/04/20,70203714,Beverages
Iowa,07/11/20,70406935,Beverages
Iowa,07/18/20,72511610,Beverages
Iowa,07/25/20,69799363,Beverages
Iowa,08/01/20,66433544,Beverages
Iowa,08/08/20,69546207,Beverages
Iowa,08/15/20,69202576,Beverages
Iowa,08/22/20,65463487,Beverages
Iowa,08/29/20,65236965,Beverages
Iowa,09/05/20,59545081,Beverages
Iowa,09/12/20,56514889,Beverages
Iowa,09/19/20,61178233,Beverages
Iowa,09/26/20,56647268,Beverages
Iowa,10/03/20,56979442,Beverages
Iowa,10/10/20,59381924,Beverages
Iowa,10/17/20,58557841,Beverages
Iowa,10/24/20,60669638,Beverages
Iowa,10/31/20,57646227,Beverages
Iowa,11/07/20,60360723,Beverages
Iowa,11/14/20,57324842,Beverages
Iowa,11/21/20,61488705,Beverages
Iowa,11/28/20,60905267,Beverages
Iowa,12/05/20,52569031,Beverages
Iowa,12/12/20,53742490,Beverages
Iowa,12/19/20,58437721,Beverages
Iowa,12/26/20,57525899,Beverages
Iowa,01/02/21,55990009,Beverages
Iowa,01/09/21,54328994,Beverages
Iowa,01/16/21,58655398,Beverages
Iowa,01/23/21,57570149,Beverages
Iowa,01/30/21,60061743,Beverages
Iowa,02/06/21,56663496,Beverages
Iowa,02/13/21,59862853,Beverages
Iowa,02/20/21,56959098,Beverages
Iowa,02/27/21,60642653,Beverages
Iowa,03/06/21,68018455,Beverages
Iowa,03/13/21,72187013,Beverages
Iowa,03/20/21,71095021,Beverages
Iowa,03/27/21,70716681,Beverages
Iowa,04/03/21,69706166,Beverages
Iowa,04/10/21,71263075,Beverages
Iowa,04/17/21,66063695,Beverages
Iowa,04/24/21,66523535,Beverages
Iowa,05/01/21,69198340,Beverages
Iowa,05/08/21,68811588,Beverages
Iowa,05/15/21,65953402,Beverages
Iowa,05/22/21,67478504,Beverages
Iowa,05/29/21,65575935,Beverages
Iowa,06/05/21,76815128,Beverages
Iowa,06/12/21,77247196,Beverages
Iowa,06/19/21,72172838,Beverages
Iowa,06/26/21,72704007,Beverages
Iowa,07/03/21,71376311,Beverages
Iowa,07/10/21,72533671,Beverages
Iowa,07/17/21,71376956,Beverages
Iowa,07/24/21,71681720,Beverages
Iowa,07/31/21,87020898,Beverages
Iowa,08/07/21,59718528,Beverages
Iowa,08/14/21,68447183,Beverages
Iowa,08/21/21,70302299,Beverages
Iowa,08/28/21,71216191,Beverages
Iowa,09/04/21,60253413,Beverages
Iowa,09/11/21,58748595,Beverages
